Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27me3	Enriched regions	Text	EMBL-EBI	41K	012c86de1b5fd785fd0c445fa2e08251	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	177ed4821ea0cba901a38ecac0ac3c1e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K27me3.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K36me3	Enriched regions	bigBed	EMBL-EBI	835K	3addafd7d67563104168c58797046e3f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K36me3	Enriched regions	BED	EMBL-EBI	976K	00401e0a6576b4ff2d5ace811faa1498	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K36me3	Enriched regions	Text	EMBL-EBI	1.2M	f87a5af14dc3736dff37bc6efa622bee	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	de78b07a20ff29cdaadf7f7ea7a15f2f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K36me3.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me1	Enriched regions	bigBed	EMBL-EBI	896K	39aa28ba14b8e02df00386a26feba6c1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me1.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me1	Enriched regions	BED	EMBL-EBI	1.3M	2bbdca216dca93fae3e1b81f876b5df3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me1.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me1	Enriched regions	Text	EMBL-EBI	1.5M	2bd08767d1a5d09cf587ff63836060d4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me1.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me1	Normalized signal	bigWig	EMBL-EBI	1.1G	463e93bd4aa841133f30d6ef3bd7512e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me1.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me3	Enriched regions	bigBed	EMBL-EBI	430K	0f258ed8ee2b0b51782b6d6cf5e856ee	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me3.ppqt_macs2_v2.20130819.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me3	Enriched regions	BED	EMBL-EBI	418K	fc521209aca9b1f9de369a0b5ef721e9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me3.ppqt_macs2_v2.20130819.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me3	Enriched regions	Text	EMBL-EBI	488K	77949de87a53a9e20e9c98fea27c60d4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me3.ppqt_macs2_v2.20130819.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	bc7bec85d5c76f01439c8d126a10fcd7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K4me3.wiggler.20130819.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K9me3	Enriched regions	bigBed	EMBL-EBI	77K	bdcb8d2b1017bf21ee437a542385ce62	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K9me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K9me3	Enriched regions	BED	EMBL-EBI	21K	826fa1667a78bfe2a521ddb932188f26	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K9me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K9me3	Enriched regions	Text	EMBL-EBI	25K	7a981e7d9abc507806f3379865f1c979	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K9me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	d9de7291c1801e09ca5ad97a70ba674d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.H3K9me3.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.2G	10beddd8c2f3ad755d7740042084ee71	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007DDH2.Input.wiggler.20140513.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Contigs	BED	CRG	79M	39213d646e6e16f31aedd18962ab3aa9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.contigs.gem_grape_crg.20141014.bed
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	87M	4dec37a454dc8eec70833a72e58bea84	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.exon_quantification.gem_grape_crg.20141014.gff
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.3M	28c5a2fac34d976d1157fc3ae403abeb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.gene_quantification.gem_grape_crg.20141014.gff
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	143K	a6f9d2ca76e4fc40578aec884010b065	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.gene_quantification.gem_grape_crg.20141014.reactome.txt
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription signal	bigWig	CRG	296M	03c94cc3d54541bc93757d621f299476	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.minusStrand.gem_grape_crg.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription signal	bigWig	CRG	301M	8782ad7e9c3d8c39d57b72c9967a7f85	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.plusStrand.gem_grape_crg.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007DD	Female	CD4-positive, alpha-beta T cell	Venous blood		None	S007DD	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	d308138045b7f5c5c1029b4e917bb8b7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007DD/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007DD11.transcript_quantification.gem_grape_crg.20141014.gtf
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27ac	Enriched regions	bigBed	EMBL-EBI	228K	9766dc537fc545264a0c9e02da067496	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27ac.ppqt_macs2_v2.20141014.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27ac	Enriched regions	BED	EMBL-EBI	187K	1a2978445e8d6b32a22abd03f9e27522	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27ac.ppqt_macs2_v2.20141014.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27ac	Enriched regions	Text	EMBL-EBI	214K	d131aa30dc61e6e908b72d144db36429	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27ac.ppqt_macs2_v2.20141014.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27ac	Normalized signal	bigWig	EMBL-EBI	737M	edcd5c23767db526712090d1522bf07b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27ac.wiggler.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27me3	Enriched regions	bigBed	EMBL-EBI	824K	a85d6bbdfb70d21f01be93e16ffe94a5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27me3.ppqt_macs2_broad_v2.20141014.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27me3	Enriched regions	BED	EMBL-EBI	977K	e4e7986322a70c7f382119a6bccf5578	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27me3.ppqt_macs2_broad_v2.20141014.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27me3	Enriched regions	Text	EMBL-EBI	1.1M	28ee2c2b0af40a8444fa9135a3eebfcd	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27me3.ppqt_macs2_broad_v2.20141014.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	4280048e50da795f6e969645010d4369	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K27me3.wiggler.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K36me3	Enriched regions	bigBed	EMBL-EBI	929K	253e5890f97b1ed44da75bd1224f56a2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K36me3	Enriched regions	BED	EMBL-EBI	1.4M	cf45fcc15ee10f39877f6123644bb0dc	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K36me3	Enriched regions	Text	EMBL-EBI	1.6M	031f82d1a1f9447fb3be42008576368e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K36me3	Normalized signal	bigWig	EMBL-EBI	651M	c9e36764f82786fed358cbb97c1f4551	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K36me3.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.2M	011479d2e95ac2508b426d962acbb2fa	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me1.ppqt_macs2_broad_v2.20140106.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me1	Enriched regions	BED	EMBL-EBI	1.9M	270151aeabedd7c99615e4157dfd7a6d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me1.ppqt_macs2_broad_v2.20140106.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me1	Enriched regions	Text	EMBL-EBI	2.1M	aaa0fef96087b708a65167d7c03b5cd2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me1.ppqt_macs2_broad_v2.20140106.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me1	Normalized signal	bigWig	EMBL-EBI	1.1G	1302f2161f604ba8faa0734ae26bb62d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me1.wiggler.20140106.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me3	Enriched regions	bigBed	EMBL-EBI	467K	fcaf23203767099f725f6380ac823c7f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me3.ppqt_macs2_v2.20141014.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me3	Enriched regions	BED	EMBL-EBI	531K	be7118c4c2bfc2ef89dbf3f5fa2cb951	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me3.ppqt_macs2_v2.20141014.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me3	Enriched regions	Text	EMBL-EBI	608K	ad547567057109519ba2a1a3c076f96b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me3.ppqt_macs2_v2.20141014.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.2G	8f1be21b3cb652ee3afed7d4785deb8a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K4me3.wiggler.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K9me3	Enriched regions	bigBed	EMBL-EBI	629K	01ac48655ca0508fbbbc94f563dd430a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K9me3.ppqt_macs2_broad_v2.20130819.bb
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K9me3	Enriched regions	BED	EMBL-EBI	872K	549cf8e9301dd0d5046ac1249e2d46bf	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K9me3.ppqt_macs2_broad_v2.20130819.bed.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K9me3	Enriched regions	Text	EMBL-EBI	1000K	9ba96420d2f248eb19a95cad430322fb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K9me3.ppqt_macs2_broad_v2.20130819.xls.gz
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	68a0f5a0b04b2f6ce4dfeb940b4d2f23	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.H3K9me3.wiggler.20130819.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.2G	608eec5421b3736da581b7f15b92eedb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/S007G7H4.Input.wiggler.20140513.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Contigs	BED	CRG	70M	8014404c2e815a1ccf2b1a58759c5c8b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.contigs.gem_grape_crg.20141014.bed
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	88M	5f71a9d80ec31ccc0ad648c696c57a30	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.exon_quantification.gem_grape_crg.20141014.gff
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.4M	bb32e834bf3ce34776915a5a6cd701f9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.gene_quantification.gem_grape_crg.20141014.gff
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	140K	1b800b4e24345ba5a490c4392d76e5c2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.gene_quantification.gem_grape_crg.20141014.reactome.txt
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Transcription signal	bigWig	CRG	263M	3d61676220f74da34e6bbc7160dd3592	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.minusStrand.gem_grape_crg.20141014.bw
Venous blood	CD4-positive, alpha-beta T cell	S007G7	Male	CD4-positive, alpha-beta T cell	Venous blood		None	S007G7	RNA-Seq	Transcription signal	bigWig	CRG	268M	6ed35c0d60087e20a602a0afc0587eb8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Venous_blood/S007G7/CD4-positive_alpha-beta_T_cell/RNA-Seq/MPIMG/S007G711.plusStrand.gem_grape_crg.20141014.bw
